department,level,sem,code,type,title,description,mcs,prerequisites,preclusions,corequisites,hrs,remarks
EN,3,1 and 2,EN3131,Core,Literary Genres II,"This is a year-long module that will expose students to the literary stylistics of the novel and play. Students will study the novel ""Haroun and the Sea of Stories"" by Salman Rushdie which will immerse them in the world of fantastical storytelling and inspire them to think about how stories shape our identity, kinship, and our society.  The module will also introduce students to the world of Shakespearean theatre through Romeo and Juliet where they will immerse themselves in the beauty of Elizabethan language and consider themes such as Love, Loyalty and Trust amongst others.  On top of the novel and play, students will also be enriched through a diverse range of poetry and short story excerpts.",6,EN2131,,,3,Year long module
EN,4,1,EN4131,Core (Major),Detective Fiction,"This semester long module will introduce students to the role and function of the detective figure in selected crime fiction. Students will write informed and persuasive essays to display their interpretation of  authors’ intentions as well as their engagement with themes/issues within the novels with a discerning selection of persuasive literary evidence. Additionally, students will have to work on an alternative assessments and deliver an oral presentation on one of the module’s core texts.",3,A minimum of ‘B’ grade for EL1131/EL2131/EL3131,,,3,
EN,4,2,EN4132,Core (Major),Speculative Fiction,"This semester long module will introduce students to the broad spectrum of science fiction and fantasy. Students will write informed and persuasive essays to display their interpretation of  authors’ intentions as well as their engagement with themes/issues within the novels with a discerning selection of persuasive literary evidence. Additionally, students will have to work on an alternative assessments and deliver an oral presentation on one of the module’s core texts.",3,A minimum of ‘B’ grade for EL1131/EL2131/EL3131,,,3,
EN,5,1,EN5131,Core (Major),Shakespearean Tragedy and Comedy,"In this module, students will compare and contrast the elements of Tragedy and Comedy in Shakespearean Theatre by studying Macbeth and Twelfth Night. Through a rich and engaging interaction with these plays, they will gain insight into quintessential Elizabethan philosophies such as the Great Chain of Being, Destiny vs Free Will as well as gain insight into social/class hierarchies and gender roles of the time.",4,Year 4 Literature,,,3,
EN,5,2,EN5132,Core (Major),20th Century American Literature,"In this module, students will study selected works representing 20th Century American Literature and its relevant themes. Students will write informed and persuasive essays to display their interpretation of the authors’ intentions as well as their engagement with themes/issues within the novels with a discerning selection of persuasive literary evidence. Additionally, students will have to work on an independent research project by studying a related secondary text of their choice as well as deliver an oral presentation on one of the module’s core texts.",4,Year 4  Literature,,,3,
EN,6,1,EN6131,Core (Major),Advanced Research in Literature,"This is an independent research in literature module that fulfills part of the overall requirement for all literature students majoring in the subject.  Students will have to embark on a rigorous research topic of their choice and conduct a thorough literature review. By the end of the module, students will demonstrate a balanced, sound and well-researched evaluation of their selected literary topic/text presented in both the written and oral form.",4,Year 5 Literature,,,3,Year long module - students will only submit their completed research essay and oral presentation in Semester 2.
EN,6,2,EN6132,Core (Major),Postcolonial Literature,"In this module, students will study selected works representing Postcolonial Literature and its relevant themes. Students will write informed and persuasive essays to display their interpretation of the authors’ intentions as well as their engagement with themes/issues within the novels with a discerning selection of persuasive literary evidence. Additionally, students will have to work on an independent research project by studying a related secondary text of their choice as well as deliver an oral presentation on one of the module’s core texts.",4,Year 5 Literature,,,3,
CH,1,1 and 2,CH1531,Core,Higher Chinese I,"This module focuses on equipping students with structural guidelines and rhetorics that will enable them to develop narrative and descriptive writing skills at the Intermediate level. Under the section of interactive writing, students will learn how to write informal emails, discuss current affairs and share personal experiences. Students will acquire browsing and close reading skills that will equip them with the correct answering techniques in reading and comprehension.  Through class discussions and group work, students will develop active listening skills and acquire oral and presentation skills.",6,None,,,3,Year long module
CL,1,1,CL1231,Elective,Chinese as 3rd Language IA,"This module is opened to students who have no prior Chinese language background. This module touches on the basics, such as an overview of the evolution of Chinese characters and an introduction to phonetics (the Hanyu Pinyin system). More emphasis will be given to the oral and listening components.",3,None,,,3,
CL,1,2,CL1232,Elective,Chinese as 3rd Language IB,"This module is a continuation of CL1231.  At the end of the course, pupils will acquire basic conversational and writing skills in Mandarin.  Please refer to Description for CL1231.",3,CL1231,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for CL1231 in order to advance to CL1232."
CL,1,1 and 2,CL1331,Enrichment,Basic Chinese I,"This module aims primarily to develop oral communication and listening skills through pictorial conversations and audiovisual clips. In addition, students will be taught basic reading skills through short passages.",6,None,,,3,Year long module
CL,1,1 and 2,CL1531,Core,Chinese I,"This module focuses on contextual learning of words and phrases, which form the basics for language acquisition.  Reading and comprehension will go hand in hand with the learning of words and phrases. Much emphasis will be given to the acquisition of oral and listening skills, other than the learning of narrative writing skills at the intermediate level.  Under the section of functional writing, students will learn how to write informal emails with reference to daily life.",6,None,,,3,Year long module
CH,2,1 and 2,CH2531,Core,Higher Chinese II,"In this module, students will build on their existing knowledge and skills. Under writing, they will further develop and enhance their skills in descriptive and narrative writing, as well as acquire relevant skills in expository writing. Argumentative writing will also be introduced to hone the students’ critical thinking skills. While brushing up on informal emails, they will be introduced to formalemails.  Through reading more complex narrative passages, students will learn how to interpret underlying meanings. Through class discussions and group work, students will develop active listening skills and acquire oral and presentation skills. Various platforms will be provided for students to reinforce their oral skills.",6,CH1531,,,3,Year long module
CL,2,1,CL2231,Elective,Chinese as 3rd Language IIA,"This module is a continuation of CL1232 and it is meant only for students who have completed and passed CL1232. The module emphasises the learning of new vocabularies, the constructing of simple sentences and writing of short compositions. The module also aims to equip pupils with comprehension and conversational skills in Chinese.",3,CL1232,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for CL1231 in order to advance to CL1232."
CL,2,2,CL2232,Elective,Chinese as 3rd Language IIB,This module is a continuation of CL2231.  Please refer to Description for CL2231.,3,CL2231,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for CL1231 in order to advance to CL1232."
CL,2,1 and 2,CL2331,Enrichment,Basic Chinese II,"At this level of learning, students will continue to develop their oral communication skills through structural analysis of a conversational topic. Writing skills will be developed further through using common phrases and idioms in pictorial composition as well as sentence construction.  Writing of emails will also be introduced.",6,None,,,3,Year long module
CL,2,1 and 2,CL2531,Core,Chinese II,"This module focuses on equipping students with narrative and descriptive writing skills at the intermediate level. Continued emphasis will be given to the acquisition of oral and listening skills.  Under the section of functional writing, other than continuing with informal emails that pertain to daily life, students will also learn to discuss and analyse current affairs via emails. More platforms will be provided for students to hone their presentation skills.",6,None,,,3,Year long module
CH,3,1 and 2,CH3531,Core,Higher Chinese III,"The module focuses on equipping students with more advanced writing skills. More emphasis will be given to argumentative writing. In addition, they will also be taught skills in speech writing. Under the section of functional writing, students will continue to brush up on the writing of emails, both formal and informal. In addition, they will be introduced to the writing of blogs and forums, which require critical thinking and analytical skills in response to current affairs. In preparation for national exams, students will be taught summary writing skills as well as correction of ungrammatical sentences. More lesson time will be allocated to oral presentations which will prepare students for their oral reportin the exams. Interactive learning will continue to be an important feature of the classroom climate.",8,CH2531,,,3,Year long module
CL,3,1,CL3231,Elective,Chinese as 3rd Language IIIA,This module is a continuation of Chinese as 3rd Lang Level 2 and it is meant only for students who have completed and passed CL2231 and CL2232. The module will equip students with stronger conversational and writing skills.  Comprehension skills will be enhanced with the grasp of Chinese vocabularies.  This will be an important preparatory stage for students who intend to sit for the GCE ‘O’ Level Chinese Special Programme Examination upon completion of the 4 year programme.,3,CL2232,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for CL1231 in order to advance to CL1232."
CL,3,2,CL3232,Elective,Chinese as 3rd Language IIIB,This module is a continuation of CL3231.  Please refer to Description for CL3231.,3,CL3231,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for CL1231 in order to advance to CL1232."
CL,3,1 and 2,CL3331,Enrichment,Basic Chinese III,"At this level of learning, students will strengthen their oral communication skills by listening to narrated stories and knowing how to infer and draw conclusions from them.  Comprehension skills will also be enhanced through learning how to process and organise information.  The ability to write complex sentences with phrases and idioms will be developed.  The writing of narrative essays and emails will be taught in greater depth.",6,None,,,3,Year long module
CL,3,1 and 2,CL3531,Core,Chinese III,"This module focuses on equipping students with more advanced writing skills. More emphasis will be given to argumentative and expository writing. Under the section of functional writing, other than informal emails, students will learn to write formal emails.  To prepare students for national exams, there will be a greater emphasis on training of oral presentation skills on top of the teaching of writing skills. Reading and comprehension will take precedence over rote learning of words and phrases.",6,None,,,3,Year long module
CH,4,1 and 2,CH4531,Core,Higher Chinese IV,"In this module, there will be a continued emphasis on the training of advanced writing skills, with more reference to current affairs. In preparation for national exams at the second half of the year, more time will be allocated to the drilling of summary writing, correction of ungrammatical sentences, answering techniques in comprehension and presentation skills required in oral reports based on video clips.",8,CH3531,,,3,Year long module
CL,4,1,CL4231,Elective,Chinese as 3rd Language IVA,"This module is a continuation of Chinese as 3rd Lang Level 3 and it is meant only for students who have completed and passed CL3231 and CL3232. The module will serve to enhance students’ conversational and writing skills, comparable to the standardsrequired for the year-end GCE ‘O’ Level Chinese Special Programme Exam.",3,CL3232,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, studentswill be required to attain at least 50% for CL1231 in order to advance to CL1232."
CL,4,2,CL4232,Elective,Chinese as 3rd Language IVB,This module is a continuation of CL4231.  Please refer to Description for CL4231.  Completing this module marks the completion of the entire programme (level 1 to level 4).,3,CL4231,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for CL1231 in order to advance to CL1232."
CL,4,1 and 2,CL4331,Enrichment,Basic Chinese IV,"At this level of learning, students will be taught critical thinking skills, which will be used in enhancing their oral communication skills.  Students will continue to sharpen their writing skills by constructing complex sentences and learning how to write argumentative essays.  The scope of emails will also include current affairs, hence requiring students to be objective and analytical.",6,None,,,3,Year long module
CL,4,1 and 2,CL4531,Core,Chinese IV,"In this module, the training of argumentative and expository writing skills will continue to be the main focus. To equip students for national exams, more lesson time will be allocated to oral presentations. Interactive learning will continue to be an important feature of the classroom climate. Reading and comprehension will take precedence over rote learning of words and phrases. Students will also be introduced to basic summary skills to prepare them for H1 Chinese in Year 5.",8,None,,,3,Year long module
CL,5,1 and 2,CL5331,Enrichment,Basic Chinese V,"To better prepare students for the oral presentation segment in the national exams, students will be taught critical thinking skills at a higher order.  This will be useful in conversations that require reasoning and analytical skills.  The writing of argumentative essays will be the focus for developing writing skills.",6,None,,,3,Year long module
CL,5,1 and 2,CL5531,Core,Chinese V,"This module will equip students with the necessary skills to prepare for their oral report during the national exams.  Other than honing oral presentation skills, students will develop more advanced reading skills so as to have a deeper understanding of the text. In addition, students will be taught how to write complex narrative and argumentative essays to further develop their competency in writing.",8,None,,,3,Year long module
FR,1,1,FR1231,Elective,French as 3rd Language IA,"This module is opened to those who have no prior French language background. The course fee per month is $100 and charged for the WHOLE Semester (Jan – Jun). This module focuses on basic linguistic and communicative structures of the French language. By developing the four skills of listening, speaking, reading and writing as well as teaching basic grammar and vocabulary, it aims at helping students achieve communicative competence in simpleeveryday situations and personal interaction. The course also attempts to help students optimise their learning by teaching strategies for language learning and language use. Audio and video materials are used. The course provides an insight into French culture. Sessions are interactive.",3,None,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for FR1231 in order toadvance to FR1232. **For students taking French as Mother Tongue in lieu, this module will be regarded as a core module.  As such, the module code will be reflected as FR1531 (and not FR1231)."
FR,1,2,FR1232,Elective,French as 3rd Language IB,The course fee per month is $100 and charged for the WHOLE Semester (Jul - Dec). This module is a continuation of FR1231.  Please refer to Description for FR1231.,3,FR1231,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for FR1231 in order to advance to FR1232. **For students taking French as Mother Tongue in lieu, this module will be regarded as a core module.  As such, the module code will be reflected as FR1531 (and not FR1231)."
FR,2,1,FR2231,Elective,French as 3rd Language IIA,"The course fee per month is $100 and charged for the WHOLE Semester (Jan - Jun). This module focuses on basic linguistic and communicative structures of the French language. By developing the four skills of listening, speaking, reading and writing as well as teaching basic grammar and vocabulary, it aims at helping students achieve communicative competence in simple everyday situations and personal interaction. The course also attempts to help students optimise their learning by teaching strategies for language learning and language use. Audio and video materials are used. The course provides an insight into French culture. Sessions are interactive.",3,FR1232,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for FR1231 in order to advance to FR1232. **For students taking French as Mother Tongue in lieu, this module will be regarded as a core module.  As such, the module code will be reflected as FR1531 (and not FR1231)."
FR,2,2,FR2232,Elective,French as 3rd Language IIB,The course fee per month is $100 and charged for the WHOLE Semester (Jul - Dec). This module is a continuation of FR2231.  Please refer to Description for FR2231.,3,FR2231,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for FR1231 in order to advance to FR1232. **For students taking French as Mother Tongue in lieu, thismodule will be regarded as a core module.  As such, the module code will be reflected as FR1531 (and not FR1231)."
FR,3,1,FR3231,Elective,French as 3rd Language IIIA,"The course fee per month is $100 and charged for the WHOLE Semester (Jan - Jun). This module focuses on basic linguistic and communicative structures of the French language. By developing the four skills of listening, speaking, reading and writing as well as teaching basic grammar and vocabulary, it aims at helping students achieve communicative competence in simple everyday situations and personal interaction. The course also attempts to help students optimize their learning by teaching strategies for language learning and language use. It provides an insight into French culture. Sessions are interactive.",3,FR2232,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for FR1231 in order to advance to FR1232. **For students taking French as Mother Tongue in lieu, this module will be regarded as a core module.  As such, the module code will be reflected as FR1531 (and not FR1231)."
FR,3,2,FR3232,Elective,French as 3rd Language IIIB,The course fee per month is $100 and charged for the WHOLE Semester (Jul - Dec). This module is a continuation of FR3231.  Please refer to Description for FR3231.,3,FR3231,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for FR1231 in order to advance to FR1232. **For students taking French as Mother Tongue in lieu, this module will be regarded as a core module.  As such, the module code will be reflected as FR1531 (and not FR1231)."
FR,4,1,FR4231,Elective,French as 3rd Language IVA,"The course fee per month is $100 and charged for the WHOLE Semester (Jan - Jun). This module is a continuation of French as Foreign Language Level 3 and it is meant only for students who have completed and passed FR3231 and FR3232. This is the end of the four-year programme. At the end of this module or at the end of the academic year, students should be able to sit for the DELF A2 Examination. And with more self-preparation, students could even perhaps sit for the DELF B1 Examination. This module focuses on more advanced linguistic and communicative structures of the French language. By developing the four skills of listening, speaking, reading and writing as well as teaching basic grammar and vocabulary, it aims at helping students achieve communicative competence in simple everyday situations and personalinteraction. The course also attempts to help students optimise their learning by teaching strategies for language learning and language use. The course provides an insight into French culture. Sessions are interactive.",3,FR3232,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for FR1231 in order to advance to FR1232. **For students taking French as Mother Tongue in lieu, this module will be regarded as a core module.  As such, themodule code will be reflected as FR1531 (and not FR1231)."
FR,4,2,FR4232,Elective,French as 3rd Language IVB,The course fee per month is $100 and charged for the WHOLE Semester (Jul – Dec). This module is a continuation of FR4231.  Please refer to Description for FR4231.  Completing this module marks the completion of the entire programme (level 1 to level 4).,3,FR4231,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for FR1231 in order to advance to FR1232. **For students taking French as Mother Tongue in lieu, this module will be regarded as a core module.  As such, the module code will be reflected as FR1531 (and not FR1231)."
JP,1,1,JP1231,Elective,Japanese as 3rd Language IA,"This module is opened to students who have no prior Japanese language background. The course fee per month is $100 and charged for the WHOLE Semester (Jan - Jun). The goal of this module is to acquire communication skills in the Japanese language in order to interact with native speakers of Japanese in a culturally appropriate manner. Students will also learn how to read and write simple texts in hiragana and katakana. By the end of the semester, students should be able to make simple greetings, introduce people, communicate while shopping, ask for information such as time, prices etc., ask for directions, and invite people.",3,None,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for JP1231 in order to advance to JP1232. **For students taking Japanese as Mother Tongue in lieu, this module will be regarded as a core module.  As such, the module code will be reflected as JP1531 (and not JP1231)."
JP,1,2,JP1232,Elective,Japanese as 3rd Language IB,The course fee per month is $100 and charged for the WHOLE Semester (Jul - Dec). This module is a continuation of JP1231.  Please refer to Description for JP1231.,3,JP1231,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for JP1231 in order to advance to JP1232. **For students taking Japanese as Mother Tongue in lieu, this module will be regarded as a core module.  As such, themodule code will be reflected as JP1531 (and not JP1231)."
JP,2,1,JP2231,Elective,Japanese as 3rd Language IIA,"The course fee per month is $100 and charged for the WHOLE Semester (Jan - Jun). This module builds upon the basis of Japanese Level 1 and aims to develop basic linguistic and sociocultural skills to expand the repertoire of the daily topics and situations with simple structures. Approximately 110 kanji and 180 kanji-words will be introduced. While more emphasis is placed on the development of oral communication skills, students will also learn how to read and write simple and short compositions.",3,JP1232,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for JP1231 in order to advance to JP1232. **For students taking Japanese as Mother Tongue in lieu, this module will be regarded as a core module.  As such, the module code will be reflected as JP1531 (and not JP1231)."
JP,2,2,JP2232,Elective,Japanese as 3rd Language IIB,The course fee per month is $100 and charged for the WHOLE Semester (Jul - Dec). This module is a continuation of JP2231.  Please refer to Description for JP2231.,3,JP2231,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for JP1231 in order to advance to JP1232. **For students taking Japanese as Mother Tongue in lieu, this module will be regarded as a core module.  As such, the module code will be reflected as JP1531 (and not JP1231)."
JP,3,1,JP3231,Elective,Japanese as 3rd Language IIIA,"The course fee per month is $100 and charged for the WHOLE Semester (Jan - Jun). Building upon the basis of Japanese Level 2 (JP2231 & JP2232), this module develops students' ability to communicate and expands the repertoire of daily topics and situations. Complex structures such as transitive and intransitive, conditionals and passive forms are introduced. Approximately 150 kanji and 200 kanji - words will be introduced. With this knowledge of characters, student s will be able to understand and write simple and short essays.",3,JP2232,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for JP1231 in order to advance to JP1232. **For students taking Japanese as Mother Tongue in lieu, this module will be regarded as a core module.  As such, the module code will be reflected as JP1531 (and not JP1231)."
JP,3,2,JP3232,Elective,Japanese as 3rd Language IIIB,The course fee per month is $100 and charged for the WHOLE Semester (Jul - Dec). This module is a continuation of JP3231.  Please refer to Description for JP3231.,3,JP3231,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for JP1231 in order to advance to JP1232. **For students taking Japanese as Mother Tongue in lieu, this module will be regarded as a core module.  As such, the module code will be reflected as JP1531 (and not JP1231)."
JP,4,1,JP4231,Elective,Japanese as 3rd Language IVA,"The course fee per month is $100 and charged for the WHOLE Semester (Jan - Jun). Building upon the basis of Japanese Level 3 (JP3231 & JP3232), this module aims to further develop students’ communication skills in Japanese on daily topics of general interests. The module has a special focus on polite expressions which enables students to communicate appropriately in academic and business situations. Appropriately 150 kanji and 200 kanjiwords will be introduced. With this knowledge of characters, students will be able to understand letters with fairly formal written language. This module will complete the four year course of elementary Japanese and will equip students with good foundation to progress to intermediate and advance levels of Japanese studies.",3,JP3232,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for JP1231 in order to advance to JP1232. **For students taking Japanese as Mother Tongue in lieu, this module will be regarded as a core module.  As such, the module code will be reflected as JP1531 (and not JP1231)."
JP,4,2,JP4232,Elective,Japanese as 3rd Language IVB,The course fee per month is $100 and charged for the WHOLE Semester (Jul - Dec). This module is a continuation of JP4231.  Please refer to Description for JP4231.  Completing this module marks the completion of the entire programme (level 1 to level 4).,3,JP4231,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for JP1231 in order to advance to JP1232. **For students taking Japanese as Mother Tongue in lieu, this module will be regarded as a core module.  As such, the module code will be reflected as JP1531 (and not JP1231)."
MH,1,1 and 2,MH1531,Core,Higher Malay I,"This module aims to equip students with strong communication skills, acquire and disseminate information effectively and generate ideas through the use of the Malay language. It also aimsto deepen students’ understanding and appreciation of the Malay language, history and culture.  There will be emphasis on building strong communication skills, critical-thinking and problem-solving, more lesson time will be allocated to oral presentations and debate sessions.",6,None,,,3,Year long module
ML,1,1,ML1231,Elective,Malay as 3rd Language IA,"This module is opened to students who have no prior Malay language background.  This module aims to equip pupils with the skills of understanding standardised spoken Malay language. At the end of the program (i.e. at the 4th level), students should be able to converse fluently in Malay language on common everyday situations that people might talk about as well as being understood by native speakers.  In this module, students will acquire language skills through participation in various communicative and written tasks. Through the exposure to the language, students will develop a general understanding of the Malay culture, the sociolinguistic and pragmatic aspects of the language. They will be given exposure to simple poetry and prose.",3,None,,,3,
ML,1,2,ML1232,Elective,Malay as 3rd Language IB,"This module is a continuation of the skills developed in Semester One.  Oral and listening skills will continue to be emphasised in this module. Communicative skills will be garnered through various forms, such as role-plays, skits, short speeches, etc. Reading and writing skills will be exposed to them as well. Grammar aspects will continue to be taught through interactive approach.",3,ML1231,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for ML1231 in order to advance to ML1232."
ML,1,1 and 2,ML1331,Enrichment,Basic Malay I,"This module focuses on contextual learning of words and phrases, which form the basics of language acquisition.  Reading and comprehension will go hand in hand with the learning of words and phrases. Much emphasis will be given to the acquisition of oral and listening skills.",6,None,,,3,Year long module
ML,1,1 and 2,ML1531,Core,Malay I,"This module aims to equip students with effective communication skills, acquire and disseminate information and generate ideas through the use of the Malay language as well as appreciate and understand various forms of Malay cultures. Much emphasis will be given to the acquisition of oral and listening skills. Under the section of functional writing, students will learn how to write personal emails with reference to daily life.",6,None,,,3,Year long module
MH,2,1 and 2,MH2531,Core,Higher Malay II,"In this module, students will be exposed to literature, which include poetry, plays, essays, biography, and autobiography. This module focuses on the development of skills in expository and persuasive writing.",6,MH1531,,,3,Year long module
ML,2,1,ML2231,Elective,Malay as 3rd Language IIA,"This module will build on the skills of ML1232. Students will be able to understand main contents of essays, poetry and prose. They will also be able to produce various forms of writing skills which evolve around common everyday situations and currentaffairs through various writing structures and styles. This course also aims to provide understanding and awareness of the traditions and cultures of the Malay community which indirectly will help the students find its relevance to their own culture.",3,ML1232,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the nextlevel.  For example, students will be required to attain at least 50% for ML1231 in order to advance to ML1232."
ML,2,2,ML2232,Elective,Malay as 3rd Language IIB,"This module will build on the skills taught in Semester One. Pupils will continue to be exposed to understand various forms of writing skills. Emphasis will also be given to their reading fluency and pronunciations. Educational trips (such as home stay) may also be embarked upon, to enhance their interest and to provide deeper understanding and awareness of the traditions and cultures of the Malay community.",3,ML2231,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for ML1231 in order to advance to ML1232."
ML,2,1 and 2,ML2331,Enrichment,Basic Malay II,"This module focuses on expanding the use of vocabulary words through oral presentations, group work and individual assessments. There will also be an active use of mobile technology to enhance and encourage students’ acquisition of the language skills. Students will continue to be exposed to various forms of media to enhance their current knowledge on the Malay language and culture.",6,None,,,3,Year long module
ML,2,1 and 2,ML2531,Core,Malay II,"This module emphasizes on honing the students’ grammar skills. Students will be exposed to developing figurative and evaluative language, developing the noun group using adjectival phrases as well the noun-verb relationship: subject-verb agreement. Continued emphasis will be given to the acquisition of oral and listening skills.   Under the section of functional writing, other than continuing with personal emails that pertain to daily life, students will also learn to discuss and analyse current affairs via email. More platforms will be provided for students to hone their presentation skills.",6,None,,,3,Year long module
MH,3,1 and 2,MH3531,Core,Higher Malay III,"This module aims to equip students with a higher order of critical thinking skills. As such, language skills acquisition at this level will be deeply entrenched on students’ reasoning skills. More lesson time will be allocated to oral presentations which will prepare students for their oral report in the exams. Interactive learning will continue to be an important feature of the classroom climate.",8,MH2531,,,3,Year long module
ML,3,1,ML3231,Elective,Malay as 3rd Language IIIA,"This module will build on the skills of ML2232. Pupils will be more exposed in their four language skills of listening, speaking, reading and writing. It also aims to provide the pupils with more communicative competence in simple everyday situations and personal interaction. As with the other earlier modules, this course also aims to provide an understanding and awareness of the traditions and cultures of the Malay community which will help the students appreciate the learning of the language.",3,ML2232,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for ML1231 in order to advance to ML1232."
ML,3,2,ML3232,Elective,Malay as 3rd Language IIIB,"This module is a continuation of the skills developed in Semester One. Pupils will continue to be exposed in their four language skillsof listening, speaking, reading and writing. It also aims to provide the pupils with more communicative competence in simple everyday situations and personal interaction. In this semester, pupils’ understanding and awareness of the traditions and cultures of the Malay community will be enhanced through experiential learning, such as Learning Journeys.",3,ML3231,,,3,"*Pre-requisites refer to students having to pass the module byattaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for ML1231 in order to advance to ML1232."
ML,3,1 and 2,ML3331,Enrichment,Basic Malay III,"This module aims to give more emphasis in developing students’ functional writing skills. Various forms of reading and writing materials will be introduced to the students. Students will be guided to work on their writing skills, to understand, analyze and be able to develop substantial reasoning in their work.",6,None,,,3,Year long module
ML,3,1 and 2,ML3531,Core,Malay III,"This module focuses on equipping students with more advanced writing skills. More emphasis will be given to argumentative and expository writing. Under the section of functional writing, other than informal emails, students will learn to pen formal emails. To prepare students for national exams, there will be a greater emphasis on training of oral presentation skills, on top of the teaching of writing skills.",6,None,,,3,Year long module
MH,4,1 and 2,MH4531,Core,Higher Malay IV,"This module continues to equip students with language acquisition skills through the use of critical thinking skills. There will be a continued emphasis on the training of advanced writing skills, with more reference to current affairs and controversial topics. In preparation for national exams at the second half of the year, more time will be allocated to the drilling of summary writing, correction of ungrammatical sentences, answering techniques in comprehension and presentation skills required in oral reports based on video clips.",8,MH3531,,,3,Year long module
ML,4,1,ML4231,Elective,Malay as 3rd Language IVA,"This module is critical in enhancing holistic learning for the pupils. A more rigorous and comprehensive approach will be adopted throughout the whole semester. At this stage, pupils are expected to have a sound mastery of the four language skills of listening, speaking, reading and writing. Applying all of these language skills at a higher level in their presentations and projects are among the pre-requisites of this module.",3,ML3232,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for ML1231 in order to advance to ML1232."
ML,4,2,ML4232,Elective,Malay as 3rd Language IVB,"As the final module of the 4-year programme, pupils will be further equipped with all the essential skills that are required for higher learning. They are further exposed to various tools of communication, both formal and informal. Understanding the culture and society goes beyond speaking the language but immersing oneself in it and appreciating the culture as a whole. At this stage, pupils will gain more exposure into the language, culture and lifestyle of the Malay community, local and beyond for further insights. Completing this module marks the completion of the entire programme (level 1 to level 4).",3,ML4231,,,3,"*Pre-requisites refer to students having to pass the module by attaining at least 50% (overall) in order to advance to the next level.  For example, students will be required to attain at least 50% for ML1231 in order to advance to ML1232."
